,id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM
281,828,60,295,Mitija,,2 427 777 778,3 651 553 889,2.4277777777777776,36.51553888888889,,5,15,10.0,,7.5,0.06,16.14,38.6,45.6,11.3999999999999,0.072377425,-0.529682566,3.1
282,829,60,296,Mitija,,2 427 777 778,3 651 553 889,2.4277777777777776,36.51553888888889,,0,5,2.5,,7.5,0.1,16.64,40.7,43.5,11.2,0.028894741,-0.560376493,1.9
283,830,60,296,Mitija,,2 427 777 778,3 651 553 889,2.4277777777777776,36.51553888888889,,5,15,10.0,,7.5,0.1,16.64,40.7,43.5,11.2,0.028894741,-0.560376493,1.9
284,831,60,297,Mitija,,2 452 580 556,3 650 893 611,2.4525805555555555,36.50893611111111,,0,5,2.5,,8.0,0.15,23.38,53.8,34.3,8.9,-0.195488236,-0.78139235,3.0
285,832,60,297,Mitija,,2 452 580 556,3 650 893 611,2.4525805555555555,36.50893611111111,,5,15,10.0,,8.0,0.15,23.38,53.8,34.3,8.9,-0.195488236,-0.78139235,3.0
286,833,60,298,Mitija,,2 452 580 556,3 650 893 611,2.4525805555555555,36.50893611111111,,0,5,2.5,,8.2,0.13,23.95,53.2,37.0,10.0,-0.15770999,-0.725911714,2.3
287,834,60,298,Mitija,,2 452 580 556,3 650 893 611,2.4525805555555555,36.50893611111111,,5,15,10.0,,8.2,0.13,23.95,53.2,37.0,10.0,-0.15770999,-0.725911714,2.3
288,835,60,299,Mitija,,2 595 941 667,365 635,2.595941666666667,36.5635,,0,5,2.5,,8.0,0.37,12.6,28.1,61.5,5.9,0.340168641,-0.677854463,3.9
289,836,60,299,Mitija,,2 595 941 667,365 635,2.595941666666667,36.5635,,5,15,10.0,,8.0,0.37,12.6,28.1,61.5,5.9,0.340168641,-0.677854463,3.9
290,837,60,300,Mitija,,2 595 941 667,365 635,2.595941666666667,36.5635,,0,5,2.5,,8.1,0.3,13.73,28.2,61.8,5.3,0.340739213,-0.725973393,2.7
291,838,60,300,Mitija,,2 595 941 667,365 635,2.595941666666667,36.5635,,5,15,10.0,,8.1,0.3,13.73,28.2,61.8,5.3,0.340739213,-0.725973393,2.7
292,839,60,301,Mitija,,2 595 569 444,3 656 732 222,2.5955694444444446,36.567322222222224,,0,5,2.5,,7.7,0.47,12.21,24.6,62.3,9.0,0.403552763,-0.436692774,1.8
293,840,60,301,Mitija,,2 595 569 444,3 656 732 222,2.5955694444444446,36.567322222222224,,5,15,10.0,,7.7,0.47,12.21,24.6,62.3,9.0,0.403552763,-0.436692774,1.8
294,841,60,302,Mitija,,2 595 569 444,3 656 732 222,2.5955694444444446,36.567322222222224,,0,5,2.5,,7.9,0.38,16.34,28.1,64.7,3.4,0.362197806,-0.917227557,2.5
295,842,60,302,Mitija,,2 595 569 444,3 656 732 222,2.5955694444444446,36.567322222222224,,5,15,10.0,,7.9,0.38,16.34,28.1,64.7,3.4,0.362197806,-0.917227557,2.5
296,843,60,303,Mitija,,2 589 305 556,3 656 950 278,2.5893055555555557,36.56950277777778,,0,5,2.5,,8.1,0.18,14.72,36.9,60.2,1.5,0.212570007,-13.9093522479834,2.4
297,844,60,303,Mitija,,2 589 305 556,3 656 950 278,2.5893055555555557,36.56950277777778,,5,15,10.0,,8.1,0.18,14.72,36.9,60.2,1.5,0.212570007,-13.9093522479834,2.4
298,845,60,304,Mitija,,2 589 305 556,3 656 950 278,2.5893055555555557,36.56950277777778,,0,5,2.5,,8.1,0.22,15.48,36.5,63.3,17.0,0.239110727,-13.3184406206297,1.7
299,846,60,304,Mitija,,2 589 305 556,3 656 950 278,2.5893055555555557,36.56950277777778,,5,15,10.0,,8.1,0.22,15.48,36.5,63.3,17.0,0.239110727,-13.3184406206297,1.7
300,847,60,305,Mitija,,2 523 408 333,3 655 511 667,2.5234083333333333,36.55511666666666,,0,5,2.5,,8.2,0.17,25.85,58.6,37.2,3.9,-0.19735475,-11.7683308310327,3.5
301,848,60,305,Mitija,,2 523 408 333,3 655 511 667,2.5234083333333333,36.55511666666666,,5,15,10.0,,8.2,0.17,25.85,58.6,37.2,3.9,-0.19735475,-11.7683308310327,3.5
302,849,60,306,Mitija,,2 523 408 333,3 655 511 667,2.5234083333333333,36.55511666666666,,0,5,2.5,,8.4,0.15,25.47,60.3,36.3,3.8,-0.220410759,-12.0053378754563,2.0
303,850,60,306,Mitija,,2 523 408 333,3 655 511 667,2.5234083333333333,36.55511666666666,,5,15,10.0,,8.4,0.15,25.47,60.3,36.3,3.8,-0.220410759,-12.0053378754563,2.0
304,851,60,307,Mitija,,2 527 688 889,3 655 059 722,2.5276888888888887,36.55059722222222,,0,5,2.5,,8.1,0.29,26.33,66.0,32.7,2.6,-0.304996249,-1.404570653,3.3
305,852,60,307,Mitija,,2 527 688 889,3 655 059 722,2.5276888888888887,36.55059722222222,,5,15,10.0,,8.1,0.29,26.33,66.0,32.7,2.6,-0.304996249,-1.404570653,3.3
306,853,60,308,Mitija,,2 527 688 889,3 655 059 722,2.5276888888888887,36.55059722222222,,0,5,2.5,,8.0,0.5,26.97,67.8,30.9,29.0,-0.341271278,-1.36883176002333,3.1
307,854,60,308,Mitija,,2 527 688 889,3 655 059 722,2.5276888888888887,36.55059722222222,,5,15,10.0,,8.0,0.5,26.97,67.8,30.9,29.0,-0.341271278,-1.36883176002333,3.1
308,855,60,309,Mitija,,2 542 866 667,3 653 226 944,2.5428666666666664,36.532269444444445,,0,5,2.5,,8.2,0.18,25.43,55.7,44.5,1.5,-0.097495262,-15.6976401408832,4.2
309,856,60,309,Mitija,,2 542 866 667,3 653 226 944,2.5428666666666664,36.532269444444445,,5,15,10.0,,8.2,0.18,25.43,55.7,44.5,1.5,-0.097495262,-15.6976401408832,4.2
310,857,60,310,Mitija,,2 542 866 667,3 653 226 944,2.5428666666666664,36.532269444444445,,0,5,2.5,,8.3,0.17,25.98,66.9,33.1999999999999,1.2,-0.304288099,-17.4624493663715,2.4
311,858,60,310,Mitija,,2 542 866 667,3 653 226 944,2.5428666666666664,36.532269444444445,,5,15,10.0,,8.3,0.17,25.98,66.9,33.1999999999999,1.2,-0.304288099,-17.4624493663715,2.4
312,859,60,311,Mitija,,2 542 997 222,3 652 935 833,2.542997222222222,36.529358333333334,,0,5,2.5,,8.3,0.13,24.36,52.2,47.1,2.2,-0.044649679,-13.7524790537822,4.1
313,860,60,311,Mitija,,2 542 997 222,3 652 935 833,2.542997222222222,36.529358333333334,,5,15,10.0,,8.3,0.13,24.36,52.2,47.1,2.2,-0.044649679,-13.7524790537822,4.1
314,861,60,312,Mitija,,2 542 997 222,3 652 935 833,2.542997222222222,36.529358333333334,,0,5,2.5,,8.0,0.15,25.55,59.6,40.3,1.3,-0.169941286,-1.66130298030159,4.2
315,862,60,312,Mitija,,2 542 997 222,3 652 935 833,2.542997222222222,36.529358333333334,,5,15,10.0,,8.0,0.15,25.55,59.6,40.3,1.3,-0.169941286,-1.66130298030159,4.2
316,863,60,313,Mitija,,2 543 297 222,3 652 684 444,2.5432972222222223,36.52684444444444,,0,5,2.5,,8.2,0.17,26.13,58.1,41.0999999999999,2.7,-0.150334385,-13.3281244298081,3.5
317,864,60,313,Mitija,,2 543 297 222,3 652 684 444,2.5432972222222223,36.52684444444444,,5,15,10.0,,8.2,0.17,26.13,58.1,41.0999999999999,2.7,-0.150334385,-13.3281244298081,3.5
318,865,60,314,Mitija,,2 543 297 222,3 652 684 444,2.5432972222222223,36.52684444444444,,0,5,2.5,,8.3,0.17,24.52,66.4,33.6,2.6,-0.295828867,-1.407194797,3.3
319,866,60,314,Mitija,,2 543 297 222,3 652 684 444,2.5432972222222223,36.52684444444444,,5,15,10.0,,8.3,0.17,24.52,66.4,33.6,2.6,-0.295828867,-1.407194797,3.3
320,867,60,315,Mitija,,2 543 425,3 652 400 278,2.543425,36.524002777777774,,0,5,2.5,,8.3,0.13,26.61,59.4,36.2,3.2,-0.215077948,-12.6863653977483,4.3
321,868,60,315,Mitija,,2 543 425,3 652 400 278,2.543425,36.524002777777774,,5,15,10.0,,8.3,0.13,26.61,59.4,36.2,3.2,-0.215077948,-12.6863653977483,4.3
322,869,60,316,Mitija,,2 543 425,3 652 400 278,2.543425,36.524002777777774,,0,5,2.5,,8.3,0.16,26.04,63.9,35.0,31.9999999999999,-0.261432882,-13.0035094780319,3.2
323,870,60,316,Mitija,,2 543 425,3 652 400 278,2.543425,36.524002777777774,,5,15,10.0,,8.3,0.16,26.04,63.9,35.0,31.9999999999999,-0.261432882,-13.0035094780319,3.2
324,871,60,317,Mitija,,2 548 080 556,3 652 132 778,2.5480805555555555,36.52132777777778,,0,5,2.5,,8.2,0.16,21.86,43.3,50.5,8.6,0.066803381,-0.701989545,2.7
325,872,60,317,Mitija,,2 548 080 556,3 652 132 778,2.5480805555555555,36.52132777777778,,5,15,10.0,,8.2,0.16,21.86,43.3,50.5,8.6,0.066803381,-0.701989545,2.7
326,873,60,318,Mitija,,2 548 080 556,3 652 132 778,2.5480805555555555,36.52132777777778,,0,5,2.5,,8.2,0.2,22.62,51.6,38.8,8.8,-0.12381806,-0.768167114,2.6
327,874,60,318,Mitija,,2 548 080 556,3 652 132 778,2.5480805555555555,36.52132777777778,,5,15,10.0,,8.2,0.2,22.62,51.6,38.8,8.8,-0.12381806,-0.768167114,2.6
328,875,60,319,Mitija,,2 567 263 889,3 650 956 389,2.567263888888889,36.50956388888889,,0,5,2.5,,8.0,0.11,25.01,60.7,33.7,5.9,-0.255558862,-10.1233675098079,3.1
329,876,60,319,Mitija,,2 567 263 889,3 650 956 389,2.567263888888889,36.50956388888889,,5,15,10.0,,8.0,0.11,25.01,60.7,33.7,5.9,-0.255558862,-10.1233675098079,3.1
330,877,60,320,Mitija,,2 567 263 889,3 650 956 389,2.567263888888889,36.50956388888889,,0,5,2.5,,7.9,0.18,23.0,42.7,52.4,6.2,0.08890331,-0.838036287,2.9
331,878,60,320,Mitija,,2 567 263 889,3 650 956 389,2.567263888888889,36.50956388888889,,5,15,10.0,,7.9,0.18,23.0,42.7,52.4,6.2,0.08890331,-0.838036287,2.9
332,879,60,321,Mitija,,2 564 863 889,3 650 845 556,2.5648638888888886,36.50845555555556,,0,5,2.5,,7.5,0.06,25.38,56.3,39.5999999999999,6.2,-0.152813286,-0.958116783,3.8
333,880,60,321,Mitija,,2 564 863 889,3 650 845 556,2.5648638888888886,36.50845555555556,,5,15,10.0,,7.5,0.06,25.38,56.3,39.5999999999999,6.2,-0.152813286,-0.958116783,3.8
334,881,60,322,Mitija,,2 564 863 889,3 650 845 556,2.5648638888888886,36.50845555555556,,0,5,2.5,,7.4,0.07,23.76,59.0,34.0,5.9,-0.239373168,-1.00000007360922,2.1
335,882,60,322,Mitija,,2 564 863 889,3 650 845 556,2.5648638888888886,36.50845555555556,,5,15,10.0,,7.4,0.07,23.76,59.0,34.0,5.9,-0.239373168,-1.00000007360922,2.1
336,883,60,323,Mitija,,25 735,3 650 859 444,2.5734999999999997,36.50859444444445,,0,5,2.5,,8.0,0.17,19.26,45.1,35.9,16.2,-0.09908219,-0.444661624,2.8
337,884,60,323,Mitija,,25 735,3 650 859 444,2.5734999999999997,36.50859444444445,,5,15,10.0,,8.0,0.17,19.26,45.1,35.9,16.2,-0.09908219,-0.444661624,2.8
338,885,60,324,Mitija,,25 735,3 650 859 444,2.5734999999999997,36.50859444444445,,0,5,2.5,,7.8,0.28,19.35,46.5,33.4,16.4,-0.143706579,-0.452609198,2.0
339,886,60,324,Mitija,,25 735,3 650 859 444,2.5734999999999997,36.50859444444445,,5,15,10.0,,7.8,0.28,19.35,46.5,33.4,16.4,-0.143706579,-0.452609198,2.0
340,887,60,325,Mitija,,2 575 869 444,3 650 725 556,2.5758694444444443,36.50725555555555,,0,5,2.5,,8.2,0.12,17.68,40.1,37.4,19.9,-0.030272879,-0.304291405,2.4
341,888,60,325,Mitija,,2 575 869 444,3 650 725 556,2.5758694444444443,36.50725555555555,,5,15,10.0,,8.2,0.12,17.68,40.1,37.4,19.9,-0.030272879,-0.304291405,2.4
342,889,60,326,Mitija,,2 575 869 444,3 650 725 556,2.5758694444444443,36.50725555555555,,0,5,2.5,,8.1,0.16,18.41,46.4,29.7,21.0,-0.193761625,-0.344298779,1.8
343,890,60,326,Mitija,,2 575 869 444,3 650 725 556,2.5758694444444443,36.50725555555555,,5,15,10.0,,8.1,0.16,18.41,46.4,29.7,21.0,-0.193761625,-0.344298779,1.8
344,891,60,327,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,0,5,2.5,,7.6,0.18,26.62,60.1,32.0,6.1,-0.273724566,-0.993544709,4.7
345,892,60,327,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,5,15,10.0,,7.6,0.18,26.62,60.1,32.0,6.1,-0.273724566,-0.993544709,4.7
346,893,60,328,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,0,5,2.5,,7.7,0.15,26.97,60.1,32.5,6.5,-0.266991183,-0.965961188,4.6
347,894,60,328,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,5,15,10.0,,7.7,0.15,26.97,60.1,32.5,6.5,-0.266991183,-0.965961188,4.6
348,895,60,329,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,0,5,2.5,,7.9,0.09,26.75,65.7,33.2,4.0,-0.296427352,-12.1550544433447,3.5
349,896,60,329,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,5,15,10.0,,7.9,0.09,26.75,65.7,33.2,4.0,-0.296427352,-12.1550544433447,3.5
350,897,60,330,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,0,5,2.5,,7.8,0.11,26.65,63.6,35.5,3.9,-0.253228831,-12.123925769072,3.5
351,898,60,330,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,5,15,10.0,,7.8,0.11,26.65,63.6,35.5,3.9,-0.253228831,-12.123925769072,3.5
352,899,60,331,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,0,5,2.5,,8.0,0.15,23.33,47.0,38.7,13.5,-0.084386985,-0.541764182,2.6
353,900,60,331,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,5,15,10.0,,8.0,0.15,23.33,47.0,38.7,13.5,-0.084386985,-0.541764182,2.6
354,901,60,332,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,0,5,2.5,,8.0,0.15,25.19,53.4,33.0,16.3,-0.209027398,-0.515353734,3.0
355,902,60,332,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,5,15,10.0,,8.0,0.15,25.19,53.4,33.0,16.3,-0.209027398,-0.515353734,3.0
356,903,60,333,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,0,5,2.5,,7.9,0.13,23.69,49.1,47.0,6.4,-0.018983723,-0.884901607,4.6
357,904,60,333,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,5,15,10.0,,7.9,0.13,23.69,49.1,47.0,6.4,-0.018983723,-0.884901607,4.6
358,905,60,334,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,0,5,2.5,,7.9,0.15,21.1,49.3,46.4,5.9,-0.026329027,-0.921994996,4.0
359,906,60,334,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,5,15,10.0,,7.9,0.15,21.1,49.3,46.4,5.9,-0.026329027,-0.921994996,4.0
360,907,60,335,Mitija,,2 611 669 444,3 647 150 556,2.6116694444444444,36.47150555555556,,0,5,2.5,,8.2,0.12,18.18,37.8,49.7,11.7,0.118864474,-0.509306053,3.7
361,908,60,335,Mitija,,2 611 669 444,3 647 150 556,2.6116694444444444,36.47150555555556,,5,15,10.0,,8.2,0.12,18.18,37.8,49.7,11.7,0.118864474,-0.509306053,3.7
362,909,60,336,Mitija,,2 611 669 444,3 647 150 556,2.6116694444444444,36.47150555555556,,0,5,2.5,,8.0,0.17,15.21,38.6,46.7,11.5,0.082729463,-0.525889577,3.0
363,910,60,336,Mitija,,2 611 669 444,3 647 150 556,2.6116694444444444,36.47150555555556,,5,15,10.0,,8.0,0.17,15.21,38.6,46.7,11.5,0.082729463,-0.525889577,3.0
364,911,60,337,Mitija,,2 628 802 778,3 651 838 056,2.6288027777777776,36.51838055555555,,0,5,2.5,,8.1,0.17,14.42,30.9,60.8,5.6,0.293944959,-0.741770593,3.0
365,912,60,337,Mitija,,2 628 802 778,3 651 838 056,2.6288027777777776,36.51838055555555,,5,15,10.0,,8.1,0.17,14.42,30.9,60.8,5.6,0.293944959,-0.741770593,3.0
366,913,60,338,Mitija,,2 628 802 778,3 651 838 056,2.6288027777777776,36.51838055555555,,0,5,2.5,,8.1,0.17,22.42,32.8,59.6,6.0,0.259372284,-0.737722726,3.3
367,914,60,338,Mitija,,2 628 802 778,3 651 838 056,2.6288027777777776,36.51838055555555,,5,15,10.0,,8.1,0.17,22.42,32.8,59.6,6.0,0.259372284,-0.737722726,3.3
368,915,60,339,Mitija,,2 565 113 889,3 648 868 889,2.565113888888889,36.48868888888889,,0,5,2.5,,8.0,0.1,20.39,61.9,32.0999999999999,4.7,-0.285185687,-11.1959286124505,3.7
369,916,60,339,Mitija,,2 565 113 889,3 648 868 889,2.565113888888889,36.48868888888889,,5,15,10.0,,8.0,0.1,20.39,61.9,32.0999999999999,4.7,-0.285185687,-11.1959286124505,3.7
370,917,60,340,Mitija,,2 581 713 889,3 647 515 556,2.581713888888889,36.47515555555556,,0,5,2.5,,8.0,0.14,26.99,56.6,35.6,8.3,-0.20136651,-0.833738416,3.9
371,918,60,340,Mitija,,2 581 713 889,3 647 515 556,2.581713888888889,36.47515555555556,,5,15,10.0,,8.0,0.14,26.99,56.6,35.6,8.3,-0.20136651,-0.833738416,3.9
372,919,60,341,Mitija,,2 582 016 667,3 647 303 611,2.5820166666666666,36.473036111111114,,0,5,2.5,,8.1,0.13,27.89,59.4,30.0,11.4,-0.296665263,-0.716881667,3.4
373,920,60,341,Mitija,,2 582 016 667,3 647 303 611,2.5820166666666666,36.473036111111114,,5,15,10.0,,8.1,0.13,27.89,59.4,30.0,11.4,-0.296665263,-0.716881667,3.4
374,921,60,342,Mitija,,2 583 635 833,3 647 091 111,2.5836358333333336,36.470911111111114,,0,5,2.5,,7.9,0.13,27.59,54.9,32.8,11.4,-0.22369858,-0.682667572,3.8
375,922,60,342,Mitija,,2 583 635 833,3 647 091 111,2.5836358333333336,36.470911111111114,,5,15,10.0,,7.9,0.13,27.59,54.9,32.8,11.4,-0.22369858,-0.682667572,3.8
376,923,60,343,Mitija,,2 586 158 333,3 646 904 167,2.5861583333333336,36.46904166666667,,0,5,2.5,,8.1,0.15,27.18,52.5,33.0,14.9,-0.201645446,-0.546973118,3.0
377,924,60,343,Mitija,,2 586 158 333,3 646 904 167,2.5861583333333336,36.46904166666667,,5,15,10.0,,8.1,0.15,27.18,52.5,33.0,14.9,-0.201645446,-0.546973118,3.0
378,925,60,344,Mitija,,2 587 291 667,3 647 405 833,2.5872916666666668,36.47405833333333,,0,5,2.5,,8.2,0.13,22.05,52.7,42.0,5.2,-0.098561407,-10.0580735398655,3.0
379,926,60,344,Mitija,,2 587 291 667,3 647 405 833,2.5872916666666668,36.47405833333333,,5,15,10.0,,8.2,0.13,22.05,52.7,42.0,5.2,-0.098561407,-10.0580735398655,3.0
380,927,60,345,Mitija,,25 898,3 647 113 056,2.5898000000000003,36.471130555555554,,0,5,2.5,,8.1,0.15,17.3,43.6,42.5,15.7,-0.011097659,-0.443586936,3.6
381,928,60,345,Mitija,,25 898,3 647 113 056,2.5898000000000003,36.471130555555554,,5,15,10.0,,8.1,0.15,17.3,43.6,42.5,15.7,-0.011097659,-0.443586936,3.6
382,929,60,346,Mitija,,2 595 236 111,3 647 836 389,2.5952361111111113,36.47836388888889,,0,5,2.5,,8.0,0.18,20.91,48.8,44.9,6.1,-0.03617357,-0.903090076,3.2
383,930,60,346,Mitija,,2 595 236 111,3 647 836 389,2.5952361111111113,36.47836388888889,,5,15,10.0,,8.0,0.18,20.91,48.8,44.9,6.1,-0.03617357,-0.903090076,3.2
384,931,60,347,Mitija,,2 594 608 333,3 648 081 389,2.5946083333333334,36.48081388888889,,0,5,2.5,,8.3,0.13,20.7,46.8,44.6,7.7,-0.020911087,-0.783755221,3.1
385,932,60,347,Mitija,,2 594 608 333,3 648 081 389,2.5946083333333334,36.48081388888889,,5,15,10.0,,8.3,0.13,20.7,46.8,44.6,7.7,-0.020911087,-0.783755221,3.1
386,933,60,348,Mitija,,2 612 769 444,3 647 400 833,2.6127694444444445,36.47400833333334,,0,5,2.5,,8.2,0.11,17.73,37.3,46.9,13.1,0.099463894,-0.454437653,3.1
387,934,60,348,Mitija,,2 612 769 444,3 647 400 833,2.6127694444444445,36.47400833333334,,5,15,10.0,,8.2,0.11,17.73,37.3,46.9,13.1,0.099463894,-0.454437653,3.1
388,935,60,349,Mitija,,2 606 327 778,3 647 174 167,2.606327777777778,36.47174166666667,,0,5,2.5,,8.2,0.12,12.42,25.4,39.6,32.8,0.192861298,0.111039956,2.3
389,936,60,349,Mitija,,2 606 327 778,3 647 174 167,2.606327777777778,36.47174166666667,,5,15,10.0,,8.2,0.12,12.42,25.4,39.6,32.8,0.192861298,0.111039956,2.3
390,937,60,350,Mitija,,2 628 577 778,3 647 620 833,2.6285777777777777,36.47620833333333,,0,5,2.5,,8.0,0.13,18.06,50.2,36.5,13.4,-0.138410939,-0.573599005,1.9
391,938,60,350,Mitija,,2 628 577 778,3 647 620 833,2.6285777777777777,36.47620833333333,,5,15,10.0,,8.0,0.13,18.06,50.2,36.5,13.4,-0.138410939,-0.573599005,1.9
392,939,60,351,Mitija,,2 631 372 222,3 647 611 944,2.6313722222222222,36.47611944444445,,0,5,2.5,,8.1,0.13,17.11,50.8,31.2,15.8,-0.211709204,-0.507206711,1.5
393,940,60,351,Mitija,,2 631 372 222,3 647 611 944,2.6313722222222222,36.47611944444445,,5,15,10.0,,8.1,0.13,17.11,50.8,31.2,15.8,-0.211709204,-0.507206711,1.5
394,941,60,352,Mitija,,2 632 061 111,3 647 842 778,2.632061111111111,36.47842777777778,,0,5,2.5,,8.0,0.13,20.15,47.9,39.0,13.1,-0.089270997,-0.563064308,1.2
395,942,60,352,Mitija,,2 632 061 111,3 647 842 778,2.632061111111111,36.47842777777778,,5,15,10.0,,8.0,0.13,20.15,47.9,39.0,13.1,-0.089270997,-0.563064308,1.2
396,943,60,353,Mitija,,2 625 330 556,3 647 927 222,2.6253305555555557,36.47927222222222,,0,5,2.5,,8.2,0.13,12.83,30.5,44.8,20.4,0.166978032,-0.174669814,1.1
397,944,60,353,Mitija,,2 625 330 556,3 647 927 222,2.6253305555555557,36.47927222222222,,5,15,10.0,,8.2,0.13,12.83,30.5,44.8,20.4,0.166978032,-0.174669814,1.1
398,945,60,354,Mitija,,2 629 713 889,3 648 135 556,2.629713888888889,36.48135555555556,,0,5,2.5,,8.2,0.13,18.06,44.2,43.7,9.7,-0.004940931,-0.658650633,2.6
399,946,60,354,Mitija,,2 629 713 889,3 648 135 556,2.629713888888889,36.48135555555556,,5,15,10.0,,8.2,0.13,18.06,44.2,43.7,9.7,-0.004940931,-0.658650633,2.6
400,947,60,355,Mitija,,2 625 961 111,3 648 336 667,2.625961111111111,36.48336666666667,,0,5,2.5,,8.2,0.13,11.02,27.7,42.9,26.2,0.189977366,-0.024178635,1.4
401,948,60,355,Mitija,,2 625 961 111,3 648 336 667,2.625961111111111,36.48336666666667,,5,15,10.0,,8.2,0.13,11.02,27.7,42.9,26.2,0.189977366,-0.024178635,1.4
402,949,60,356,Mitija,,2 632 855 556,3 648 265 278,2.6328555555555555,36.48265277777778,,0,5,2.5,,8.1,0.13,19.35,46.6,37.8,14.0,-0.09089421,-0.522257974,1.5
403,950,60,356,Mitija,,2 632 855 556,3 648 265 278,2.6328555555555555,36.48265277777778,,5,15,10.0,,8.1,0.13,19.35,46.6,37.8,14.0,-0.09089421,-0.522257974,1.5
404,951,60,357,Mitija,,2 626 466 667,3 651 575 278,2.6264666666666665,36.51575277777778,,0,5,2.5,,8.0,0.33,13.92,28.3,60.3,7.6,0.328530723,-0.570972997,2.1
405,952,60,357,Mitija,,2 626 466 667,3 651 575 278,2.6264666666666665,36.51575277777778,,5,15,10.0,,8.0,0.33,13.92,28.3,60.3,7.6,0.328530723,-0.570972997,2.1
406,953,60,358,Mitija,,2 631 338 889,3 651 109 167,2.631338888888889,36.511091666666665,,0,5,2.5,,8.0,0.22,14.33,31.3,56.7,10.7,0.258038583,-0.466160699,3.8
407,954,60,358,Mitija,,2 631 338 889,3 651 109 167,2.631338888888889,36.511091666666665,,5,15,10.0,,8.0,0.22,14.33,31.3,56.7,10.7,0.258038583,-0.466160699,3.8
408,955,63,359,Msila,,4 788 111 111,35 299,4.788111111111111,35.299,416.0,0,5,2.5,S,8.503,0.69,52.014,10.617,14.613,73.154,0.138737158,0.838235852,2.555
409,956,63,359,Msila,,4 788 111 111,35 299,4.788111111111111,35.299,416.0,5,15,10.0,S,8.471,0.676,48.755,12.54,15.151,72.94,0.082143415,0.764667876,2.631
410,957,63,359,Msila,,4 788 111 111,35 299,4.788111111111111,35.299,416.0,15,30,22.5,S,8.378,0.622,42.427,19.367,18.383,70.255,-0.02264619,0.559614661,2.923
411,958,63,359,Msila,,4 788 111 111,35 299,4.788111111111111,35.299,416.0,30,60,45.0,S,8.494,0.683,50.668,22.819,24.749,63.99,0.035260857,0.447815311,2.7
412,959,63,359,Msila,,4 788 111 111,35 299,4.788111111111111,35.299,416.0,60,100,80.0,S,8.665,0.749,36.541,17.444,16.325,66.279,-0.028793137,0.57972962,2.96
413,960,63,359,Msila,,4 788 111 111,35 299,4.788111111111111,35.299,416.0,100,200,150.0,S,8.649,0.797,31.93,16.032,19.325,73.503,0.081131528,0.66131709,2.709
414,961,63,360,Msila,,4 785 722 222,3 526 425,4.785722222222222,35.26425,450.0,0,5,2.5,S,8.885,2.082,22.549,10.977,47.62,86.905,-0.362694669,0.898560704,2.438
415,962,63,360,Msila,,4 785 722 222,3 526 425,4.785722222222222,35.26425,450.0,5,15,10.0,S,8.821,2.083,47.137,12.317,12.733,81.839,0.014425445,0.82245502,2.25
416,963,63,360,Msila,,4 785 722 222,3 526 425,4.785722222222222,35.26425,450.0,15,30,22.5,S,8.705,2.064,68.92,11.466,12.62,76.456,0.041647039,0.823999257,1.528
417,964,63,360,Msila,,4 785 722 222,3 526 425,4.785722222222222,35.26425,450.0,30,60,45.0,S,8.904,2.105,58.749,7.17,10.938,82.811,0.183418158,10.6256826770161,1.345
418,965,63,360,Msila,,4 785 722 222,3 526 425,4.785722222222222,35.26425,450.0,60,100,80.0,S,8.884,2.087,46.003,10.585,10.789,80.229,0.00828992,0.879640106,1.5
419,966,63,360,Msila,,4 785 722 222,3 526 425,4.785722222222222,35.26425,450.0,100,200,150.0,S,8.867,2.029,44.993,12.332,13.538,73.739,0.040520642,0.776663375,1.456
420,967,63,361,Msila,,4 632 527 778,3 533 311 111,4.632527777777779,35.333111111111116,427.0,0,5,2.5,S,8.675,2.794,29.854,10.845,13.4089999999999,8.2169,0.092166434,0.879478045,2.592
421,968,63,361,Msila,,4 632 527 778,3 533 311 111,4.632527777777779,35.333111111111116,427.0,5,15,10.0,S,8.673,2.829,29.603,11.011,13.639,8.1568,0.092955372,0.869692657,2.57
