,id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM,AREA,PERIMETER,GEO2_7G_,GEO2_7G_ID,GLG,SNUM,FAOSOIL,DOMSOI,PHASE1,SQKM,SRTMGL1_band1,landcover,Band3,Band4,Band5,Band7,NDVI,wc2_1_30s_wind_12_Band_1,wc2_1_30s_wind_11_Band_1,wc2_1_30s_wind_10_Band_1,wc2_1_30s_wind_09_Band_1,wc2_1_30s_wind_08_Band_1,wc2_1_30s_wind_07_Band_1,wc2_1_30s_wind_06_Band_1,wc2_1_30s_wind_05_Band_1,wc2_1_30s_wind_04_Band_1,wc2_1_30s_wind_03_Band_1,wc2_1_30s_wind_02_Band_1,wc2_1_30s_wind_01_Band_1,wc2_1_30s_vapr_12_Band_1,wc2_1_30s_vapr_11_Band_1,wc2_1_30s_vapr_10_Band_1,wc2_1_30s_vapr_09_Band_1,wc2_1_30s_vapr_08_Band_1,wc2_1_30s_vapr_07_Band_1,wc2_1_30s_vapr_06_Band_1,wc2_1_30s_vapr_05_Band_1,wc2_1_30s_vapr_04_Band_1,wc2_1_30s_vapr_03_Band_1,wc2_1_30s_vapr_02_Band_1,wc2_1_30s_vapr_01_Band_1,wc2_1_30s_tmin_12_Band_1,wc2_1_30s_tmin_11_Band_1,wc2_1_30s_tmin_10_Band_1,wc2_1_30s_tmin_09_Band_1,wc2_1_30s_tmin_08_Band_1,wc2_1_30s_tmin_07_Band_1,wc2_1_30s_tmin_06_Band_1,wc2_1_30s_tmin_05_Band_1,wc2_1_30s_tmin_04_Band_1,wc2_1_30s_tmin_03_Band_1,wc2_1_30s_tmin_02_Band_1,wc2_1_30s_tmin_01_Band_1,wc2_1_30s_tmax_12_Band_1,wc2_1_30s_tmax_11_Band_1,wc2_1_30s_tmax_10_Band_1,wc2_1_30s_tmax_09_Band_1,wc2_1_30s_tmax_08_Band_1,wc2_1_30s_tmax_07_Band_1,wc2_1_30s_tmax_06_Band_1,wc2_1_30s_tmax_05_Band_1,wc2_1_30s_tmax_04_Band_1,wc2_1_30s_tmax_03_Band_1,wc2_1_30s_tmax_02_Band_1,wc2_1_30s_tmax_01_Band_1,wc2_1_30s_prec_12_Band_1,wc2_1_30s_prec_11_Band_1,wc2_1_30s_prec_10_Band_1,wc2_1_30s_prec_09_Band_1,wc2_1_30s_prec_08_Band_1,wc2_1_30s_prec_07_Band_1,wc2_1_30s_prec_06_Band_1,wc2_1_30s_prec_05_Band_1,wc2_1_30s_prec_04_Band_1,wc2_1_30s_prec_03_Band_1,wc2_1_30s_prec_02_Band_1,wc2_1_30s_prec_01_Band_1,wc2_1_30s_srad_12_Band_1,wc2_1_30s_srad_11_Band_1,wc2_1_30s_srad_10_Band_1,wc2_1_30s_srad_09_Band_1,wc2_1_30s_srad_08_Band_1,wc2_1_30s_srad_07_Band_1,wc2_1_30s_srad_06_Band_1,wc2_1_30s_srad_05_Band_1,wc2_1_30s_srad_04_Band_1,wc2_1_30s_srad_03_Band_1,wc2_1_30s_srad_02_Band_1,wc2_1_30s_srad_01_Band_1,wc2_1_30s_tavg_12_Band_1,wc2_1_30s_tavg_11_Band_1,wc2_1_30s_tavg_10_Band_1,wc2_1_30s_tavg_09_Band_1,wc2_1_30s_tavg_08_Band_1,wc2_1_30s_tavg_07_Band_1,wc2_1_30s_tavg_06_Band_1,wc2_1_30s_tavg_05_Band_1,wc2_1_30s_tavg_04_Band_1,wc2_1_30s_tavg_03_Band_1,wc2_1_30s_tavg_02_Band_1,wc2_1_30s_tavg_01_Band_1
627,1817,82,614,Setif,Mezloug,5 295,3 607 444 444,5.295,36.074444444444445,906.0,0,5,2.5,,8.36,0.25,,40.0,36.0,24.0,-0.045757599,-0.221848858,2.13,0.83343,18.81825,360.0,447.0,Q,1772.0,Xh12-2a,Xh,4.0,7246.0,906.0,5.0,20594.0,20950.0,27476.0,14707.0,0.134762318,3.0,3.0,2.900000095,2.700000048,2.799999952,3.0,3.200000048,3.400000095,3.5,3.200000048,3.200000048,3.099999905,0.759999991,0.889999986,1.120000005,1.330000043,1.379999995,1.289999962,1.200000048,1.049999952,0.860000014,0.759999991,0.699999988,0.689999998,2.0,5.400000095,1.010000038,14.5,1.829999924,1.870000076,1.510000038,10.5,6.300000191,3.700000048,1.600000024,0.899999976,11.0,1.510000038,2.160000038,2.739999962,33.0,3.379999924,2.960000038,2.329999924,1.810000038,1.519999981,1.189999962,1.030000019,42.0,45.0,32.0,33.0,8.0,9.0,26.0,42.0,32.0,35.0,36.0,44.0,8281.0,9983.0,13989.0,19339.0,23565.0,26389.0,24971.0,24107.0,20040.0,16346.0,12325.0,9158.0,6.5,1.019999981,1.589999962,21.0,2.570000076,2.620000076,2.239999962,1.689999962,1.219999981,9.5,6.800000191,5.599999905
628,1818,82,614,Setif,Mezloug,5 295,3 607 444 444,5.295,36.074444444444445,906.0,5,15,10.0,,8.36,0.25,,40.0,36.0,24.0,-0.045757599,-0.221848858,2.13,0.83343,18.81825,360.0,447.0,Q,1772.0,Xh12-2a,Xh,4.0,7246.0,906.0,5.0,20594.0,20950.0,27476.0,14707.0,0.134762318,3.0,3.0,2.900000095,2.700000048,2.799999952,3.0,3.200000048,3.400000095,3.5,3.200000048,3.200000048,3.099999905,0.759999991,0.889999986,1.120000005,1.330000043,1.379999995,1.289999962,1.200000048,1.049999952,0.860000014,0.759999991,0.699999988,0.689999998,2.0,5.400000095,1.010000038,14.5,1.829999924,1.870000076,1.510000038,10.5,6.300000191,3.700000048,1.600000024,0.899999976,11.0,1.510000038,2.160000038,2.739999962,33.0,3.379999924,2.960000038,2.329999924,1.810000038,1.519999981,1.189999962,1.030000019,42.0,45.0,32.0,33.0,8.0,9.0,26.0,42.0,32.0,35.0,36.0,44.0,8281.0,9983.0,13989.0,19339.0,23565.0,26389.0,24971.0,24107.0,20040.0,16346.0,12325.0,9158.0,6.5,1.019999981,1.589999962,21.0,2.570000076,2.620000076,2.239999962,1.689999962,1.219999981,9.5,6.800000191,5.599999905
629,1821,86,616,Tiaret,Sebain,1 322 777 778,3 538 805 556,1.3227777777777778,35.38805555555555,1100.0,0,5,2.5,,8.76,0.65,,,,,,,1.39,1.7211,29.16134,368.0,237.0,T,1125.0,Bk2-2ab,Bk,,13826.0,1109.0,7.0,14380.0,16156.0,21740.0,19850.0,0.147350644,3.099999905,3.299999952,2.700000048,2.700000048,2.799999952,2.900000095,3.200000048,3.099999905,3.5,3.099999905,3.599999905,3.0,0.720000029,0.819999993,100.999999,1.139999986,1.139999986,1.059999943,1.049999952,0.930000007,0.790000022,0.709999979,0.670000017,0.639999986,2.099999905,5.0,9.800000191,14.0,1.789999962,1.820000076,1.419999981,9.100000381,5.400000095,3.299999952,1.5,0.800000012,1.089999962,1.460000038,21.0,27.0,3.279999924,33.5,2.889999962,2.239999962,1.729999924,14.5,11.5,9.800000191,65.0,63.0,37.0,19.0,7.0,3.0,20.0,43.0,42.0,61.0,55.0,71.0,8414.0,10245.0,14195.0,19128.0,23684.0,25820.0,24962.0,23805.0,20165.0,16788.0,12715.0,9368.0,6.5,9.800000191,1.539999962,20.5,2.539999962,2.589999962,21.5,1.569999981,1.139999962,8.899999619,6.5,5.300000191
630,1822,86,616,Tiaret,Sebain,1 322 777 778,3 538 805 556,1.3227777777777778,35.38805555555555,1100.0,5,15,10.0,,8.76,0.65,,,,,,,1.39,1.7211,29.16134,368.0,237.0,T,1125.0,Bk2-2ab,Bk,,13826.0,1109.0,7.0,14380.0,16156.0,21740.0,19850.0,0.147350644,3.099999905,3.299999952,2.700000048,2.700000048,2.799999952,2.900000095,3.200000048,3.099999905,3.5,3.099999905,3.599999905,3.0,0.720000029,0.819999993,100.999999,1.139999986,1.139999986,1.059999943,1.049999952,0.930000007,0.790000022,0.709999979,0.670000017,0.639999986,2.099999905,5.0,9.800000191,14.0,1.789999962,1.820000076,1.419999981,9.100000381,5.400000095,3.299999952,1.5,0.800000012,1.089999962,1.460000038,21.0,27.0,3.279999924,33.5,2.889999962,2.239999962,1.729999924,14.5,11.5,9.800000191,65.0,63.0,37.0,19.0,7.0,3.0,20.0,43.0,42.0,61.0,55.0,71.0,8414.0,10245.0,14195.0,19128.0,23684.0,25820.0,24962.0,23805.0,20165.0,16788.0,12715.0,9368.0,6.5,9.800000191,1.539999962,20.5,2.539999962,2.589999962,21.5,1.569999981,1.139999962,8.899999619,6.5,5.300000191
631,1823,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,6.879444444444445,36.850833333333334,140.0,0,5,2.5,,5.977,,7.47,15.523,18.962,65.513,0.086908205,0.62535155,51.686,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,143.0,2.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.799999952,3.5,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.5,3.700000048,3.700000048,3.700000048,3.599999905,1.029999971,1.220000029,1.549999952,1.860000014,2.039999962,1.929999948,1.690000057,1.460000038,1.179999948,1.019999981,0.920000017,0.959999979,7.800000191,1.060000038,1.430000019,1.760000038,19.5,18.5,1.589999962,12.5,9.600000381,7.800000191,6.800000191,6.800000191,1.620000076,1.960000038,2.389999962,27.5,2.979999924,2.920000076,2.589999962,22.5,1.929999924,1.710000038,1.580000019,1.510000038,127.0,97.0,75.0,36.0,7.0,3.0,15.0,46.0,60.0,80.0,100.0,132.0,7612.0,9163.0,13362.0,18865.0,24155.0,27069.0,25151.0,23140.0,19084.0,15608.0,11128.0,8209.0,12.0,1.510000038,1.910000038,2.260000038,2.460000038,2.389999962,2.089999962,17.5,1.439999962,1.239999962,1.130000019,1.089999962
632,1824,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,6.879444444444445,36.850833333333334,140.0,5,15,10.0,,5.952,,7.414,15.985,19.105,64.908,0.07743413,0.608585315,498.284,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,143.0,2.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.799999952,3.5,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.5,3.700000048,3.700000048,3.700000048,3.599999905,1.029999971,1.220000029,1.549999952,1.860000014,2.039999962,1.929999948,1.690000057,1.460000038,1.179999948,1.019999981,0.920000017,0.959999979,7.800000191,1.060000038,1.430000019,1.760000038,19.5,18.5,1.589999962,12.5,9.600000381,7.800000191,6.800000191,6.800000191,1.620000076,1.960000038,2.389999962,27.5,2.979999924,2.920000076,2.589999962,22.5,1.929999924,1.710000038,1.580000019,1.510000038,127.0,97.0,75.0,36.0,7.0,3.0,15.0,46.0,60.0,80.0,100.0,132.0,7612.0,9163.0,13362.0,18865.0,24155.0,27069.0,25151.0,23140.0,19084.0,15608.0,11128.0,8209.0,12.0,1.510000038,1.910000038,2.260000038,2.460000038,2.389999962,2.089999962,17.5,1.439999962,1.239999962,1.130000019,1.089999962
633,1825,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,6.879444444444445,36.850833333333334,140.0,15,30,22.5,,5.841,,7.171,18.001,19.7329999999999,62.2669999999999,0.039896243,0.538961069,416.756,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,143.0,2.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.799999952,3.5,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.5,3.700000048,3.700000048,3.700000048,3.599999905,1.029999971,1.220000029,1.549999952,1.860000014,2.039999962,1.929999948,1.690000057,1.460000038,1.179999948,1.019999981,0.920000017,0.959999979,7.800000191,1.060000038,1.430000019,1.760000038,19.5,18.5,1.589999962,12.5,9.600000381,7.800000191,6.800000191,6.800000191,1.620000076,1.960000038,2.389999962,27.5,2.979999924,2.920000076,2.589999962,22.5,1.929999924,1.710000038,1.580000019,1.510000038,127.0,97.0,75.0,36.0,7.0,3.0,15.0,46.0,60.0,80.0,100.0,132.0,7612.0,9163.0,13362.0,18865.0,24155.0,27069.0,25151.0,23140.0,19084.0,15608.0,11128.0,8209.0,12.0,1.510000038,1.910000038,2.260000038,2.460000038,2.389999962,2.089999962,17.5,1.439999962,1.239999962,1.130000019,1.089999962
634,1826,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,6.879444444444445,36.850833333333334,140.0,30,60,45.0,,5.533,,6.492,23.612,21.478,54.917,-0.04113912,0.366573846,190.232,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,143.0,2.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.799999952,3.5,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.5,3.700000048,3.700000048,3.700000048,3.599999905,1.029999971,1.220000029,1.549999952,1.860000014,2.039999962,1.929999948,1.690000057,1.460000038,1.179999948,1.019999981,0.920000017,0.959999979,7.800000191,1.060000038,1.430000019,1.760000038,19.5,18.5,1.589999962,12.5,9.600000381,7.800000191,6.800000191,6.800000191,1.620000076,1.960000038,2.389999962,27.5,2.979999924,2.920000076,2.589999962,22.5,1.929999924,1.710000038,1.580000019,1.510000038,127.0,97.0,75.0,36.0,7.0,3.0,15.0,46.0,60.0,80.0,100.0,132.0,7612.0,9163.0,13362.0,18865.0,24155.0,27069.0,25151.0,23140.0,19084.0,15608.0,11128.0,8209.0,12.0,1.510000038,1.910000038,2.260000038,2.460000038,2.389999962,2.089999962,17.5,1.439999962,1.239999962,1.130000019,1.089999962
635,1827,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,6.879444444444445,36.850833333333334,140.0,60,100,80.0,,5.282,,5.94,28.177,22.898,48.937,-0.090097355,0.239742436,0.1462,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,143.0,2.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.799999952,3.5,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.5,3.700000048,3.700000048,3.700000048,3.599999905,1.029999971,1.220000029,1.549999952,1.860000014,2.039999962,1.929999948,1.690000057,1.460000038,1.179999948,1.019999981,0.920000017,0.959999979,7.800000191,1.060000038,1.430000019,1.760000038,19.5,18.5,1.589999962,12.5,9.600000381,7.800000191,6.800000191,6.800000191,1.620000076,1.960000038,2.389999962,27.5,2.979999924,2.920000076,2.589999962,22.5,1.929999924,1.710000038,1.580000019,1.510000038,127.0,97.0,75.0,36.0,7.0,3.0,15.0,46.0,60.0,80.0,100.0,132.0,7612.0,9163.0,13362.0,18865.0,24155.0,27069.0,25151.0,23140.0,19084.0,15608.0,11128.0,8209.0,12.0,1.510000038,1.910000038,2.260000038,2.460000038,2.389999962,2.089999962,17.5,1.439999962,1.239999962,1.130000019,1.089999962
636,1828,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,6.885277777777778,36.84805555555556,50.0,0,5,2.5,,6.649,,10.662,17.687,26.649,55.65,0.178026495,0.497810747,358.964,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,98.0,11.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.700000048,3.299999952,3.099999905,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.400000095,3.5,3.5,3.5,1.049999952,1.25,1.590000033,1.919999957,2.109999895,2.029999971,174.000001,1.5,1.200000048,1.070000052,0.99000001,0.980000019,8.199999809,11.0,1.469999981,18.0,1.979999924,1.889999962,1.620000076,1.289999962,1.010000038,8.199999809,7.300000191,7.199999809,1.670000076,2.020000076,2.439999962,2.789999962,30.0,2.939999962,2.610000038,2.289999962,1.979999924,1.760000038,1.639999962,1.569999981,119.0,91.0,72.0,35.0,7.0,3.0,14.0,42.0,59.0,77.0,92.0,118.0,7601.0,9153.0,13365.0,18885.0,24192.0,27056.0,25184.0,23158.0,18997.0,15562.0,11172.0,8218.0,12.5,1.560000038,19.5,23.0,2.489999962,2.420000076,2.120000076,1.789999962,1.489999962,1.289999962,1.180000019,1.139999962
637,1829,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,6.885277777777778,36.84805555555556,50.0,5,15,10.0,,6.633,,10.871,19.767,26.204,54.017,0.122426609,0.436589479,351.052,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,98.0,11.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.700000048,3.299999952,3.099999905,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.400000095,3.5,3.5,3.5,1.049999952,1.25,1.590000033,1.919999957,2.109999895,2.029999971,174.000001,1.5,1.200000048,1.070000052,0.99000001,0.980000019,8.199999809,11.0,1.469999981,18.0,1.979999924,1.889999962,1.620000076,1.289999962,1.010000038,8.199999809,7.300000191,7.199999809,1.670000076,2.020000076,2.439999962,2.789999962,30.0,2.939999962,2.610000038,2.289999962,1.979999924,1.760000038,1.639999962,1.569999981,119.0,91.0,72.0,35.0,7.0,3.0,14.0,42.0,59.0,77.0,92.0,118.0,7601.0,9153.0,13365.0,18885.0,24192.0,27056.0,25184.0,23158.0,18997.0,15562.0,11172.0,8218.0,12.5,1.560000038,19.5,23.0,2.489999962,2.420000076,2.120000076,1.789999962,1.489999962,1.289999962,1.180000019,1.139999962
638,1830,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,6.885277777777778,36.84805555555556,50.0,15,30,22.5,,6.563,,11.786,28.859,24.256,46.879,-0.075462245,0.21069691,316.824,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,98.0,11.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.700000048,3.299999952,3.099999905,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.400000095,3.5,3.5,3.5,1.049999952,1.25,1.590000033,1.919999957,2.109999895,2.029999971,174.000001,1.5,1.200000048,1.070000052,0.99000001,0.980000019,8.199999809,11.0,1.469999981,18.0,1.979999924,1.889999962,1.620000076,1.289999962,1.010000038,8.199999809,7.300000191,7.199999809,1.670000076,2.020000076,2.439999962,2.789999962,30.0,2.939999962,2.610000038,2.289999962,1.979999924,1.760000038,1.639999962,1.569999981,119.0,91.0,72.0,35.0,7.0,3.0,14.0,42.0,59.0,77.0,92.0,118.0,7601.0,9153.0,13365.0,18885.0,24192.0,27056.0,25184.0,23158.0,18997.0,15562.0,11172.0,8218.0,12.5,1.560000038,19.5,23.0,2.489999962,2.420000076,2.120000076,1.789999962,1.489999962,1.289999962,1.180000019,1.139999962
639,1831,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,6.885277777777778,36.84805555555556,50.0,30,60,45.0,,6.369,,14.301,53.868,18.896,27.2419999999999,-0.454961052,-0.296091943,222.912,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,98.0,11.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.700000048,3.299999952,3.099999905,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.400000095,3.5,3.5,3.5,1.049999952,1.25,1.590000033,1.919999957,2.109999895,2.029999971,174.000001,1.5,1.200000048,1.070000052,0.99000001,0.980000019,8.199999809,11.0,1.469999981,18.0,1.979999924,1.889999962,1.620000076,1.289999962,1.010000038,8.199999809,7.300000191,7.199999809,1.670000076,2.020000076,2.439999962,2.789999962,30.0,2.939999962,2.610000038,2.289999962,1.979999924,1.760000038,1.639999962,1.569999981,119.0,91.0,72.0,35.0,7.0,3.0,14.0,42.0,59.0,77.0,92.0,118.0,7601.0,9153.0,13365.0,18885.0,24192.0,27056.0,25184.0,23158.0,18997.0,15562.0,11172.0,8218.0,12.5,1.560000038,19.5,23.0,2.489999962,2.420000076,2.120000076,1.789999962,1.489999962,1.289999962,1.180000019,1.139999962
640,1832,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,6.885277777777778,36.84805555555556,50.0,60,100,80.0,,6.227,,16.144,72.2,14.9669999999999,12.847,-0.683402499,-0.749735534,15.394,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,98.0,11.0,9244.0,8794.0,16941.0,9770.0,0.316572761,3.700000048,3.299999952,3.099999905,3.200000048,3.299999952,3.299999952,3.400000095,3.5,3.400000095,3.5,3.5,3.5,1.049999952,1.25,1.590000033,1.919999957,2.109999895,2.029999971,174.000001,1.5,1.200000048,1.070000052,0.99000001,0.980000019,8.199999809,11.0,1.469999981,18.0,1.979999924,1.889999962,1.620000076,1.289999962,1.010000038,8.199999809,7.300000191,7.199999809,1.670000076,2.020000076,2.439999962,2.789999962,30.0,2.939999962,2.610000038,2.289999962,1.979999924,1.760000038,1.639999962,1.569999981,119.0,91.0,72.0,35.0,7.0,3.0,14.0,42.0,59.0,77.0,92.0,118.0,7601.0,9153.0,13365.0,18885.0,24192.0,27056.0,25184.0,23158.0,18997.0,15562.0,11172.0,8218.0,12.5,1.560000038,19.5,23.0,2.489999962,2.420000076,2.120000076,1.789999962,1.489999962,1.289999962,1.180000019,1.139999962
641,1833,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,6.896111111111111,36.847500000000004,13.0,0,5,2.5,,6.673,,13.359,31.129,46.477,22.398,0.174072778,-0.142956069,254.732,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,14.0,7.0,10758.0,10688.0,19477.0,12886.0,0.291364164,3.599999905,3.299999952,3.099999905,3.200000048,3.200000048,3.299999952,3.5,3.5,3.5,3.5,3.5,3.5,1.059999943,125.999999,1.610000014,1.940000057,2.150000095,2.039999962,1.769999981,150.999999,1.210000038,1.080000043,1.0,0.99000001,8.399999619,1.119999981,1.480000019,1.810000038,1.989999962,19.0,1.639999962,1.310000038,1.019999981,8.399999619,7.400000095,7.300000191,1.689999962,2.039999962,2.460000038,28.0,3.010000038,29.5,2.629999924,23.0,20.0,1.779999924,1.660000038,1.589999962,117.0,90.0,71.0,34.0,7.0,3.0,14.0,40.0,58.0,76.0,90.0,114.0,7597.0,9148.0,13396.0,18886.0,24135.0,27000.0,25133.0,23203.0,19023.0,15555.0,11169.0,8213.0,1.260000038,1.580000019,1.970000076,2.310000038,25.0,2.429999924,2.129999924,18.0,1.510000038,1.310000038,12.0,1.160000038
642,1834,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,6.896111111111111,36.847500000000004,13.0,5,15,10.0,,6.648,,13.51,31.445,46.916,21.641,0.17376924,-0.162274412,253.012,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,14.0,7.0,10758.0,10688.0,19477.0,12886.0,0.291364164,3.599999905,3.299999952,3.099999905,3.200000048,3.200000048,3.299999952,3.5,3.5,3.5,3.5,3.5,3.5,1.059999943,125.999999,1.610000014,1.940000057,2.150000095,2.039999962,1.769999981,150.999999,1.210000038,1.080000043,1.0,0.99000001,8.399999619,1.119999981,1.480000019,1.810000038,1.989999962,19.0,1.639999962,1.310000038,1.019999981,8.399999619,7.400000095,7.300000191,1.689999962,2.039999962,2.460000038,28.0,3.010000038,29.5,2.629999924,23.0,20.0,1.779999924,1.660000038,1.589999962,117.0,90.0,71.0,34.0,7.0,3.0,14.0,40.0,58.0,76.0,90.0,114.0,7597.0,9148.0,13396.0,18886.0,24135.0,27000.0,25133.0,23203.0,19023.0,15555.0,11169.0,8213.0,1.260000038,1.580000019,1.970000076,2.310000038,25.0,2.429999924,2.129999924,18.0,1.510000038,1.310000038,12.0,1.160000038
643,1835,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,6.896111111111111,36.847500000000004,13.0,15,30,22.5,,6.538,,14.17,32.823,48.837,18.337,0.172570573,-0.25285012,245.272,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,14.0,7.0,10758.0,10688.0,19477.0,12886.0,0.291364164,3.599999905,3.299999952,3.099999905,3.200000048,3.200000048,3.299999952,3.5,3.5,3.5,3.5,3.5,3.5,1.059999943,125.999999,1.610000014,1.940000057,2.150000095,2.039999962,1.769999981,150.999999,1.210000038,1.080000043,1.0,0.99000001,8.399999619,1.119999981,1.480000019,1.810000038,1.989999962,19.0,1.639999962,1.310000038,1.019999981,8.399999619,7.400000095,7.300000191,1.689999962,2.039999962,2.460000038,28.0,3.010000038,29.5,2.629999924,23.0,20.0,1.779999924,1.660000038,1.589999962,117.0,90.0,71.0,34.0,7.0,3.0,14.0,40.0,58.0,76.0,90.0,114.0,7597.0,9148.0,13396.0,18886.0,24135.0,27000.0,25133.0,23203.0,19023.0,15555.0,11169.0,8213.0,1.260000038,1.580000019,1.970000076,2.310000038,25.0,2.429999924,2.129999924,18.0,1.510000038,1.310000038,12.0,1.160000038
644,1836,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,6.896111111111111,36.847500000000004,13.0,30,60,45.0,,6.155,,16.023,37.841,51.631,10.523,0.134947817,-0.555823149,221.536,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,14.0,7.0,10758.0,10688.0,19477.0,12886.0,0.291364164,3.599999905,3.299999952,3.099999905,3.200000048,3.200000048,3.299999952,3.5,3.5,3.5,3.5,3.5,3.5,1.059999943,125.999999,1.610000014,1.940000057,2.150000095,2.039999962,1.769999981,150.999999,1.210000038,1.080000043,1.0,0.99000001,8.399999619,1.119999981,1.480000019,1.810000038,1.989999962,19.0,1.639999962,1.310000038,1.019999981,8.399999619,7.400000095,7.300000191,1.689999962,2.039999962,2.460000038,28.0,3.010000038,29.5,2.629999924,23.0,20.0,1.779999924,1.660000038,1.589999962,117.0,90.0,71.0,34.0,7.0,3.0,14.0,40.0,58.0,76.0,90.0,114.0,7597.0,9148.0,13396.0,18886.0,24135.0,27000.0,25133.0,23203.0,19023.0,15555.0,11169.0,8213.0,1.260000038,1.580000019,1.970000076,2.310000038,25.0,2.429999924,2.129999924,18.0,1.510000038,1.310000038,12.0,1.160000038
645,1837,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,6.896111111111111,36.847500000000004,13.0,60,100,80.0,,5.894,,18.038,45.415,43.699,10.911,-0.016727915,-0.619334858,1.763,0.16179,4.02312,92.0,124.0,pCm,1401.0,La30-2bc,La,,4950.0,14.0,7.0,10758.0,10688.0,19477.0,12886.0,0.291364164,3.599999905,3.299999952,3.099999905,3.200000048,3.200000048,3.299999952,3.5,3.5,3.5,3.5,3.5,3.5,1.059999943,125.999999,1.610000014,1.940000057,2.150000095,2.039999962,1.769999981,150.999999,1.210000038,1.080000043,1.0,0.99000001,8.399999619,1.119999981,1.480000019,1.810000038,1.989999962,19.0,1.639999962,1.310000038,1.019999981,8.399999619,7.400000095,7.300000191,1.689999962,2.039999962,2.460000038,28.0,3.010000038,29.5,2.629999924,23.0,20.0,1.779999924,1.660000038,1.589999962,117.0,90.0,71.0,34.0,7.0,3.0,14.0,40.0,58.0,76.0,90.0,114.0,7597.0,9148.0,13396.0,18886.0,24135.0,27000.0,25133.0,23203.0,19023.0,15555.0,11169.0,8213.0,1.260000038,1.580000019,1.970000076,2.310000038,25.0,2.429999924,2.129999924,18.0,1.510000038,1.310000038,12.0,1.160000038
