id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM,AREA,PERIMETER,GEO2_7G_,GEO2_7G_ID,GLG,SNUM,FAOSOIL,DOMSOI,PHASE1,SQKM,SRTMGL1_band1,landcover,Band3,Band4,Band5,Band7,NDVI,wc2_1_30s_wind_12_Band_1,wc2_1_30s_wind_11_Band_1,wc2_1_30s_wind_10_Band_1,wc2_1_30s_wind_09_Band_1,wc2_1_30s_wind_08_Band_1,wc2_1_30s_wind_07_Band_1,wc2_1_30s_wind_06_Band_1,wc2_1_30s_wind_05_Band_1,wc2_1_30s_wind_04_Band_1,wc2_1_30s_wind_03_Band_1,wc2_1_30s_wind_02_Band_1,wc2_1_30s_wind_01_Band_1,wc2_1_30s_vapr_12_Band_1,wc2_1_30s_vapr_11_Band_1,wc2_1_30s_vapr_10_Band_1,wc2_1_30s_vapr_09_Band_1,wc2_1_30s_vapr_08_Band_1,wc2_1_30s_vapr_07_Band_1,wc2_1_30s_vapr_06_Band_1,wc2_1_30s_vapr_05_Band_1,wc2_1_30s_vapr_04_Band_1,wc2_1_30s_vapr_03_Band_1,wc2_1_30s_vapr_02_Band_1,wc2_1_30s_vapr_01_Band_1,wc2_1_30s_tmin_12_Band_1,wc2_1_30s_tmin_11_Band_1,wc2_1_30s_tmin_10_Band_1,wc2_1_30s_tmin_09_Band_1,wc2_1_30s_tmin_08_Band_1,wc2_1_30s_tmin_07_Band_1,wc2_1_30s_tmin_06_Band_1,wc2_1_30s_tmin_05_Band_1,wc2_1_30s_tmin_04_Band_1,wc2_1_30s_tmin_03_Band_1,wc2_1_30s_tmin_02_Band_1,wc2_1_30s_tmin_01_Band_1,wc2_1_30s_tmax_12_Band_1,wc2_1_30s_tmax_11_Band_1,wc2_1_30s_tmax_10_Band_1,wc2_1_30s_tmax_09_Band_1,wc2_1_30s_tmax_08_Band_1,wc2_1_30s_tmax_07_Band_1,wc2_1_30s_tmax_06_Band_1,wc2_1_30s_tmax_05_Band_1,wc2_1_30s_tmax_04_Band_1,wc2_1_30s_tmax_03_Band_1,wc2_1_30s_tmax_02_Band_1,wc2_1_30s_tmax_01_Band_1,wc2_1_30s_prec_12_Band_1,wc2_1_30s_prec_11_Band_1,wc2_1_30s_prec_10_Band_1,wc2_1_30s_prec_09_Band_1,wc2_1_30s_prec_08_Band_1,wc2_1_30s_prec_07_Band_1,wc2_1_30s_prec_06_Band_1,wc2_1_30s_prec_05_Band_1,wc2_1_30s_prec_04_Band_1,wc2_1_30s_prec_03_Band_1,wc2_1_30s_prec_02_Band_1,wc2_1_30s_prec_01_Band_1,wc2_1_30s_srad_12_Band_1,wc2_1_30s_srad_11_Band_1,wc2_1_30s_srad_10_Band_1,wc2_1_30s_srad_09_Band_1,wc2_1_30s_srad_08_Band_1,wc2_1_30s_srad_07_Band_1,wc2_1_30s_srad_06_Band_1,wc2_1_30s_srad_05_Band_1,wc2_1_30s_srad_04_Band_1,wc2_1_30s_srad_03_Band_1,wc2_1_30s_srad_02_Band_1,wc2_1_30s_srad_01_Band_1,wc2_1_30s_tavg_12_Band_1,wc2_1_30s_tavg_11_Band_1,wc2_1_30s_tavg_10_Band_1,wc2_1_30s_tavg_09_Band_1,wc2_1_30s_tavg_08_Band_1,wc2_1_30s_tavg_07_Band_1,wc2_1_30s_tavg_06_Band_1,wc2_1_30s_tavg_05_Band_1,wc2_1_30s_tavg_04_Band_1,wc2_1_30s_tavg_03_Band_1,wc2_1_30s_tavg_02_Band_1,wc2_1_30s_tavg_01_Band_1
1864,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,5,15,10,nan,5 919,nan,11 169,26 941,31 673 000 000 000 000,40 034 000 000 000 000,"0,070275328","0,172015112",126 076,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1865,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,15,30,"22,5",nan,6 053,nan,12 052,29 274,33 536,35 554,"0,059029044","0,084406251",109 564,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1866,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,30,60,45,nan,6 412,nan,14 083,34 639,40 498,24 506,"0,067868105","-0,150293042",10 578,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1867,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,60,100,80,nan,6 613,nan,12 815,31 291,43 961,25 041 999 999 999 900,"0,147647982","-0,09675057",10 578,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1868,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,100,200,150,nan,6 514,nan,8 316,19 404,42 467 000 000 000 000,39 132 999 999 999 900,"0,340160092","0,304651653","0,32336","0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1869,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,0,5,"2,5",nan,6 377,nan,9 379,24 487,34 972,42 962,"0,154784711","0,244148732",198 316,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1870,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,5,15,10,nan,6 395,nan,9 414,24 312,35 034,42 790 000 000 000 000,"0,15866886","0,245521421",196 768,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1871,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,15,30,"22,5",nan,6 473,nan,9 569,23 549,35 305,"42,04","0,175863562","0,251690053",189 716,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1872,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,30,60,45,nan,6 768,nan,"10,14",20 905,36 461,39 123 000 000 000 000,"0,241578196","0,27218177",163 572,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1873,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,60,100,80,nan,6 862,nan,9 609,"38,68",49 151,"28,86","0,10404578","-0,127190251",167 012,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1874,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,100,200,150,nan,6 628,nan,6 301,38 107,43 643,38 762,"0,058909722","0,007401303",207 604,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,67,7,12929,13623,17757,14241,"0,131739962","3,5",3 400 000 095,3 200 000 048,3 299 999 952,3 200 000 048,3 599 999 905,3 700 000 048,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,3 599 999 905,1 019 999 981,125 999 999,1 600 000 024,1 929 999 948,2 170 000 076,199 000 001,175 999 999,"1,5",1 210 000 038,1 080 000 043,1,"0,980000019",8 399 999 619,1 119 999 981,1 489 999 962,1 820 000 076,1 989 999 962,19,1 629 999 924,1 310 000 038,1 019 999 981,8 399 999 619,"7,5",7 400 000 095,1 679 999 924,2 020 000 076,2 429 999 924,2 770 000 076,2 979 999 924,2 920 000 076,2 589 999 962,2 279 999 924,1 970 000 076,1 760 000 038,1 639 999 962,1 569 999 981,120,92,73,35,7,3,14,40,59,77,92,117,7522,9142,13389,18882,24062,26800,25019,23198,19047,15552,11162,8228,1 260 000 038,1 569 999 981,1 960 000 038,2 289 999 962,2 479 999 924,2 410 000 038,2 110 000 038,1 789 999 962,15,13,1 189 999 962,1 160 000 038
1875,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,0,5,"2,5",nan,6 458,nan,10 271,24 579,49 718,25 759,"0,305949264","0,020364613",281 564,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
1876,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,5,15,10,nan,6 469,nan,9 688,"23,04","51,08",25 884 999 999 999 900,"0,345768225","0,050565506",281 564,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
1877,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,15,30,"22,5",nan,6 512,nan,7 534,"17,35",56 803,25 765,"0,515071544","0,171730417",278 984,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
1878,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,30,60,45,nan,6 566,nan,7 775,17 977,63 164,20 533,"0,545752165","0,057734947",216 892,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
1879,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,60,100,80,nan,6 817,nan,6 971,"15,85",29 332,55 297,"0,267312136","0,54267203",119 712,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
1880,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,100,200,150,nan,6 897,nan,11 731,28 423,38 045,33 532 000 000 000 000,"0,126627521","0,07178939",139 664,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
1881,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,0,5,"2,5",nan,6 227,nan,6 491,14 581,25 228,59 859,"0,238095215","0,613341849",17 974,"0,16179","4,02312",92,124,pCm,1401,La30-2bc,La,,4950,18,11,10758,10688,19477,12886,"0,291364164",3 599 999 905,3 299 999 952,3 099 999 905,3 200 000 048,3 200 000 048,3 299 999 952,"3,5","3,5","3,5","3,5","3,5","3,5",1 059 999 943,125 999 999,1 610 000 014,1 940 000 057,2 150 000 095,2 039 999 962,1 769 999 981,150 999 999,1 210 000 038,1 080 000 043,1,"0,99000001",8 399 999 619,1 119 999 981,1 480 000 019,1 810 000 038,1 989 999 962,19,1 639 999 962,1 310 000 038,1 019 999 981,8 399 999 619,7 400 000 095,7 300 000 191,1 689 999 962,2 039 999 962,2 460 000 038,28,3 010 000 038,"29,5",2 629 999 924,23,20,1 779 999 924,1 660 000 038,1 589 999 962,117,90,71,34,7,3,14,40,58,76,90,114,7597,9148,13396,18886,24135,27000,25133,23203,19023,15555,11169,8213,1 260 000 038,1 580 000 019,1 970 000 076,2 310 000 038,25,2 429 999 924,2 129 999 924,18,1 510 000 038,1 310 000 038,12,1 160 000 038
